,0,1,2
0,-0.6298901438713074,-0.12693603336811066,9.936936378479004
1,-0.5819897651672363,-0.14130616188049316,10.011181831359863
2,-0.6011499166488647,-0.13651612401008606,9.92496109008789
3,-0.6298901438713074,-0.08861572295427322,9.951306343078613
4,-0.6274951696395874,-0.1796264797449112,9.941726684570312
5,-0.5867798328399658,-0.10059082508087158,10.042317390441895
6,-0.6083349585533142,-0.09580078721046448,9.958491325378418
7,-0.5724096894264221,-0.14130616188049316,10.085427284240723
8,-0.6227051019668579,-0.1197509840130806,10.001602172851562
9,-0.6514453291893005,-0.09340576827526093,10.027947425842285
10,-0.5029541254043579,-0.1341211050748825,9.98483657836914
11,-0.7783814072608948,-0.09101074934005737,9.522598266601562
12,0.3353027403354645,4.31103515625,10.21475887298584
13,-2.612966537475586,-7.733518600463867,9.838740348815918
14,0.9580078721046448,5.07025671005249,10.58838176727295
15,-2.9961695671081543,-4.555327415466309,9.893826484680176
16,1.5399975776672363,2.1914429664611816,10.236313819885254
17,-1.0585986375808716,-1.5280225276947021,8.928632736206055
18,1.6525635719299316,4.1912841796875,10.159673690795898
19,-2.9961695671081543,-5.218747615814209,9.807605743408203
20,2.2489235401153564,5.254673004150391,10.248289108276367
21,-2.2800586223602295,-2.0692970752716064,10.037527084350586
22,-0.38559815287590027,-0.29219239950180054,9.84113597869873
23,-0.7472461462020874,-0.009580078534781933,9.86987590789795
24,-0.6322851777076721,-0.15328125655651093,9.951306343078613
25,-0.5700146555900574,-0.14130616188049316,10.008787155151367
26,-0.6490502953529358,-0.15088623762130737,10.001602172851562
27,-0.6251001358032227,-0.1245410218834877,10.073452949523926
28,-0.5676196813583374,-0.0646655336022377,10.083032608032227
29,-0.6658154726028442,-0.10777588188648224,9.927356719970703
30,-0.5843847990036011,-0.12693603336811066,9.977651596069336
31,-0.6634204387664795,-0.14609619975090027,9.951306343078613
32,-0.5987548828125,-0.14849121868610382,9.889036178588867
33,-0.5748047232627869,-0.10777588188648224,10.023157119750977
34,-0.6059399843215942,-0.14370118081569672,9.946516990661621
35,-0.6634204387664795,-0.14370118081569672,9.86987590789795
36,-0.6394702196121216,-0.1149609386920929,9.987232208251953
37,-0.5795947313308716,-0.12693603336811066,10.011181831359863
